Timestamp	Currency	Exchange to Buy From	Wallet Status	Exchange to Sell On	Wallet Status	Profit	Volume Limit (USD)
2018-07-13 13:25:42.014221	ONT/USDT	binance	No Wallet Data	huobipro	Wallet Online	1.0785900028893385	30186.151060999997
